Taxonomy,SampleID,Count,Kingdom,Phylum,Class,Order,Family,Genus,Species
Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bradyrhizobiaceae; Bradyrhizobium; elkanii,1609.summer.control.30.3,6.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,elkanii
Bacteria; Actinobacteria; Thermoleophilia; Solirubrobacterales; Conexibacteraceae; ; ,1609.summer.control.30.3,22.0,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,Unclassified,Unclassified
Bacteria; Acidobacteria; Solibacteres; Solibacterales; Solibacteraceae; Candidatus Solibacter; ,1609.summer.control.30.3,69.0,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus Solibacter,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bradyrhizobiaceae; ; ,1609.summer.control.30.3,23.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Unclassified,Unclassified
Bacteria; Bacteroidetes; [Saprospirae]; [Saprospirales]; Chitinophagaceae; ; ,1609.summer.control.30.3,1.0,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Unclassified,Unclassified
Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; ; ; ,1609.summer.control.30.3,132.0,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Unclassified,Unclassified,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; Rhodoplanes; ,1609.summer.control.30.3,180.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,Unclassified
Bacteria; Actinobacteria; Thermoleophilia; Gaiellales; Gaiellaceae; ; ,1609.summer.control.30.3,120.0,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Unclassified,Unclassified
Bacteria; Acidobacteria; Acidobacteria-5; ; ; ; ,1609.summer.control.30.3,12.0,Bacteria,Acidobacteria,Acidobacteria-5,Unclassified,Unclassified,Unclassified,Unclassified
Bacteria; Verrucomicrobia; [Pedosphaerae]; [Pedosphaerales]; Ellin515; ; ,1609.summer.control.30.3,174.0,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],Ellin515,Unclassified,Unclassified
Bacteria; Gemmatimonadetes; Gemmatimonadetes; Ellin5290; ; ; ,1609.summer.control.30.3,143.0,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Ellin5290,Unclassified,Unclassified,Unclassified
Bacteria; Acidobacteria; Acidobacteriia; Acidobacteriales; Koribacteraceae; ; ,1609.summer.control.30.3,111.0,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,Unclassified,Unclassified
Bacteria; Verrucomicrobia; [Spartobacteria]; [Chthoniobacterales]; [Chthoniobacteraceae]; DA101; ,1609.summer.control.30.3,469.0,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; ; ,1609.summer.control.30.3,100.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Unclassified,Unclassified
Bacteria; Actinobacteria; Thermoleophilia; Gaiellales; Gaiellaceae; ; ,1609.summer.control.30.3,12.0,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Unclassified,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; ; ,1609.summer.control.30.3,17.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Unclassified,Unclassified
Bacteria; Proteobacteria; Betaproteobacteria; Ellin6067; ; ; ,1609.summer.control.30.3,280.0,Bacteria,Proteobacteria,Betaproteobacteria,Ellin6067,Unclassified,Unclassified,Unclassified
Bacteria; Acidobacteria; Solibacteres; Solibacterales; Solibacteraceae; Candidatus Solibacter; ,1609.summer.control.30.3,109.0,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus Solibacter,Unclassified
Bacteria; Acidobacteria; Solibacteres; Solibacterales; Solibacteraceae; Candidatus Solibacter; ,1609.summer.control.30.3,46.0,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus Solibacter,Unclassified
Bacteria; Acidobacteria; Solibacteres; Solibacterales; Solibacteraceae; Candidatus Solibacter; ,1609.summer.control.30.3,197.0,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus Solibacter,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bradyrhizobiaceae; ; ,1609.summer.control.30.3,1662.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Unclassified,Unclassified
Bacteria; Bacteroidetes; [Saprospirae]; [Saprospirales]; Chitinophagaceae; Flavisolibacter; ,1609.summer.control.30.3,15.0,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Flavisolibacter,Unclassified
Bacteria; Actinobacteria; Actinobacteria; Actinomycetales; Micromonosporaceae; Virgisporangium; ,1609.summer.control.30.3,106.0,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Virgisporangium,Unclassified
Bacteria; Acidobacteria; Solibacteres; Solibacterales; Solibacteraceae; Candidatus Solibacter; ,1609.summer.control.30.3,53.0,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus Solibacter,Unclassified
Bacteria; Bacteroidetes; [Saprospirae]; [Saprospirales]; Chitinophagaceae; Flavisolibacter; ,1609.summer.control.30.3,81.0,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Flavisolibacter,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; Rhodoplanes; ,1609.summer.control.30.3,912.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,Unclassified
Bacteria; Firmicutes; Bacilli; Bacillales; Planococcaceae; Lysinibacillus; boronitolerans,1609.summer.control.30.3,166.0,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus,boronitolerans
Bacteria; Actinobacteria; Actinobacteria; Actinomycetales; ; ; ,1609.summer.control.30.3,419.0,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Unclassified,Unclassified,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Ellin329; ; ; ,1609.summer.control.30.3,112.0,Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,Unclassified,Unclassified,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; Rhodoplanes; ,1609.summer.control.30.3,141.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,Unclassified
Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; ,1609.summer.control.30.3,4.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Unclassified
Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; ; ,1609.summer.control.30.3,6.0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Unclassified,Unclassified
Bacteria; Planctomycetes; Phycisphaerae; WD2101; ; ; ,1609.summer.control.30.3,111.0,Bacteria,Planctomycetes,Phycisphaerae,WD2101,Unclassified,Unclassified,Unclassified
Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; veronii,1609.summer.control.30.3,9.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,veronii
Bacteria; Acidobacteria; Solibacteres; Solibacterales; ; ; ,1609.summer.control.30.3,45.0,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Unclassified,Unclassified,Unclassified
Bacteria; Proteobacteria; Betaproteobacteria; Ellin6067; ; ; ,1609.summer.control.30.3,34.0,Bacteria,Proteobacteria,Betaproteobacteria,Ellin6067,Unclassified,Unclassified,Unclassified
Bacteria; Bacteroidetes; [Saprospirae]; [Saprospirales]; Chitinophagaceae; ; ,1609.summer.control.30.3,35.0,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Unclassified,Unclassified
Bacteria; Acidobacteria; [Chloracidobacteria]; RB41; ; ; ,1609.summer.control.30.3,59.0,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,Unclassified,Unclassified,Unclassified
Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; ,1609.summer.control.30.3,10.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Unclassified
Bacteria; Acidobacteria; Acidobacteriia; Acidobacteriales; Koribacteraceae; ; ,1609.summer.control.30.3,246.0,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,Unclassified,Unclassified
Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Leptothrix; ,1609.summer.control.30.3,5.0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Leptothrix,Unclassified
Bacteria; Verrucomicrobia; [Spartobacteria]; [Chthoniobacterales]; [Chthoniobacteraceae]; DA101; ,1609.summer.control.30.3,367.0,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,Unclassified
Bacteria; Acidobacteria; Acidobacteria-6; iii1-15; ; ; ,1609.summer.control.30.3,64.0,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,Unclassified,Unclassified,Unclassified
Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; ,1609.summer.control.30.3,137.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; ; ,1609.summer.control.30.3,194.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Unclassified,Unclassified
Bacteria; Verrucomicrobia; [Spartobacteria]; [Chthoniobacterales]; [Chthoniobacteraceae]; DA101; ,1609.summer.control.30.3,23266.0,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; ; ,1609.summer.control.30.3,18.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Unclassified,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; Devosia; ,1609.summer.control.30.3,105.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; ; ,1609.summer.control.30.3,31.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Unclassified,Unclassified
Bacteria; Acidobacteria; Acidobacteria-6; iii1-15; ; ; ,1609.summer.control.30.3,199.0,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,Unclassified,Unclassified,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Kaistobacter; ,1609.summer.control.30.3,533.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Kaistobacter,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; ; ,1609.summer.control.30.3,142.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Unclassified,Unclassified
Bacteria; Acidobacteria; Acidobacteria-6; iii1-15; ; ; ,1609.summer.control.30.3,536.0,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,Unclassified,Unclassified,Unclassified
Bacteria; Acidobacteria; Acidobacteria-6; iii1-15; ; ; ,1609.summer.control.30.3,835.0,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,Unclassified,Unclassified,Unclassified
Bacteria; Firmicutes; Bacilli; Bacillales; ; ; ,1609.summer.control.30.3,1488.0,Bacteria,Firmicutes,Bacilli,Bacillales,Unclassified,Unclassified,Unclassified
Bacteria; Verrucomicrobia; [Spartobacteria]; [Chthoniobacterales]; [Chthoniobacteraceae]; DA101; ,1609.summer.control.30.3,2420.0,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,Unclassified
Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; ,1609.summer.control.30.3,12.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bradyrhizobiaceae; Bradyrhizobium; ,1609.summer.control.30.3,2.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; Rhodoplanes; ,1609.summer.control.30.3,170.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,Unclassified
Bacteria; Bacteroidetes; [Saprospirae]; [Saprospirales]; Chitinophagaceae; ; ,1609.summer.control.30.3,314.0,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Unclassified,Unclassified
Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; ; ; ,1609.summer.control.30.3,65.0,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Unclassified,Unclassified,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae; ; ,1609.summer.control.30.3,51.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Unclassified,Unclassified
Bacteria; Actinobacteria; Actinobacteria; Actinomycetales; ; ; ,1609.summer.control.30.3,7.0,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Unclassified,Unclassified,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; ; ,1609.summer.control.30.3,54.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Unclassified,Unclassified
Bacteria; Bacteroidetes; [Saprospirae]; [Saprospirales]; Chitinophagaceae; ; ,1609.summer.control.30.3,523.0,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Unclassified,Unclassified
Bacteria; Acidobacteria; Solibacteres; Solibacterales; Solibacteraceae; ; ,1609.summer.control.30.3,80.0,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Unclassified,Unclassified
Bacteria; Actinobacteria; Actinobacteria; Actinomycetales; ; ; ,1609.summer.control.30.3,72.0,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Unclassified,Unclassified,Unclassified
Bacteria; Bacteroidetes; [Saprospirae]; [Saprospirales]; Chitinophagaceae; Flavisolibacter; ,1609.summer.control.30.3,142.0,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Flavisolibacter,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bradyrhizobiaceae; ; ,1609.summer.control.30.3,241.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Unclassified,Unclassified
Bacteria; Actinobacteria; Thermoleophilia; Solirubrobacterales; ; ; ,1609.summer.control.30.3,376.0,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Unclassified,Unclassified,Unclassified
Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; ; ,1609.summer.control.30.3,144.0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Unclassified,Unclassified
Bacteria; Acidobacteria; Acidobacteria-6; iii1-15; ; ; ,1609.summer.control.30.3,183.0,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,Unclassified,Unclassified,Unclassified
Bacteria; Acidobacteria; Acidobacteriia; Acidobacteriales; Acidobacteriaceae; ; ,1609.summer.control.30.3,8.0,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Unclassified,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Phenylobacterium; ,1609.summer.control.30.3,44.0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Unclassified
Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Virgibacillus; ,1609.summer.control.30.3,36.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Virgibacillus,Unclassified
Bacteria; Actinobacteria; Thermoleophilia; Gaiellales; Gaiellaceae; ; ,1609.summer.control.30.3,161.0,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Unclassified,Unclassified
Bacteria; Actinobacteria; Actinobacteria; Actinomycetales; Nocardioidaceae; Nocardioides; ,1609.summer.control.30.3,45.0,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Unclassified
Bacteria; Bacteroidetes; [Saprospirae]; [Saprospirales]; Chitinophagaceae; ; ,1609.summer.control.30.3,40.0,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Unclassified,Unclassified
Bacteria; Verrucomicrobia; [Spartobacteria]; [Chthoniobacterales]; [Chthoniobacteraceae]; DA101; ,1609.summer.control.30.3,318.0,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,Unclassified
Bacteria; Verrucomicrobia; [Pedosphaerae]; [Pedosphaerales]; Ellin515; ; ,1609.summer.control.30.3,41.0,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],Ellin515,Unclassified,Unclassified
Bacteria; Actinobacteria; Thermoleophilia; Gaiellales; Gaiellaceae; ; ,1609.summer.control.60.1,53.0,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Unclassified,Unclassified
Bacteria; Bacteroidetes; [Saprospirae]; [Saprospirales]; Chitinophagaceae; ; ,1609.summer.control.60.1,299.0,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Unclassified,Unclassified
Bacteria; Verrucomicrobia; [Spartobacteria]; [Chthoniobacterales]; [Chthoniobacteraceae]; DA101; ,1609.summer.control.60.1,6173.0,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,Unclassified
Bacteria; Verrucomicrobia; [Spartobacteria]; [Chthoniobacterales]; [Chthoniobacteraceae]; Ellin506; ,1609.summer.control.60.1,52.0,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],Ellin506,Unclassified
Bacteria; Actinobacteria; Thermoleophilia; Gaiellales; Gaiellaceae; ; ,1609.summer.control.60.1,726.0,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Unclassified,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bradyrhizobiaceae; Nitrobacter; ,1609.summer.control.60.1,13.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Nitrobacter,Unclassified
Bacteria; Verrucomicrobia; [Spartobacteria]; [Chthoniobacterales]; [Chthoniobacteraceae]; DA101; ,1609.summer.control.60.1,3200.0,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,Unclassified
Bacteria; Actinobacteria; Thermoleophilia; Solirubrobacterales; Conexibacteraceae; ; ,1609.summer.control.60.1,192.0,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,Unclassified,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Ellin329; ; ; ,1609.summer.control.60.1,78.0,Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,Unclassified,Unclassified,Unclassified
Bacteria; Planctomycetes; Phycisphaerae; WD2101; ; ; ,1609.summer.control.60.1,211.0,Bacteria,Planctomycetes,Phycisphaerae,WD2101,Unclassified,Unclassified,Unclassified
Bacteria; Gemmatimonadetes; Gemmatimonadetes; Gemmatimonadales; Ellin5301; ; ,1609.summer.control.60.1,146.0,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Ellin5301,Unclassified,Unclassified
Bacteria; Acidobacteria; Solibacteres; Solibacterales; Solibacteraceae; Candidatus Solibacter; ,1609.summer.control.60.1,31.0,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus Solibacter,Unclassified
Bacteria; Acidobacteria; Solibacteres; Solibacterales; Solibacteraceae; ; ,1609.summer.control.60.1,31.0,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Unclassified,Unclassified
Bacteria; Actinobacteria; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Solirubrobacter; ,1609.summer.control.60.1,602.0,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,Unclassified
Bacteria; Actinobacteria; Actinobacteria; Actinomycetales; Frankiaceae; ; ,1609.summer.control.60.1,59.0,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Frankiaceae,Unclassified,Unclassified
Bacteria; Verrucomicrobia; [Pedosphaerae]; [Pedosphaerales]; ; ; ,1609.summer.control.60.1,195.0,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],Unclassified,Unclassified,Unclassified
Bacteria; Verrucomicrobia; [Spartobacteria]; [Chthoniobacterales]; [Chthoniobacteraceae]; DA101; ,1609.summer.control.60.1,608.0,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,Unclassified
